"","GeneID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GeneName"
"334","ENSMZEG00005008810",14.5522950063833,1.45783394830075,0.344540415516918,4.2312422074303,2.32404249217947e-05,0.000965654635516635,"si:ch211-188c16.1"
"335","ENSMZEG00005008840",65.1771580524087,0.653683788346365,0.227735392138537,2.87036539295883,0.00409997718130719,0.0408175678199724,"zgc:154046"
"336","ENSMZEG00005008843",120.02147951621,0.863423286817733,0.304120572641697,2.83908214205221,0.00452435085390098,0.0440182854530892,"frmd5b"
"337","ENSMZEG00005008847",354.326904527478,0.706677982955353,0.169285990765864,4.17446227982766,2.98690701093795e-05,0.00117405219478714,"slc10a7"
"339","ENSMZEG00005008890",282.808990710341,0.372055294950505,0.132627169447834,2.805272075846,0.00502741232411981,0.0471048491930196,"cdc34a"
"340","ENSMZEG00005008912",619.493544394401,0.265807160547725,0.0705288229177559,3.7687735247997,0.000164051649396293,0.00420128639464149,"sap130a"
"341","ENSMZEG00005008915",150.108715791844,1.13591808645236,0.293022623727648,3.87655421278376,0.000105946212246237,0.00302960512129227,"jade2"
"343","ENSMZEG00005008957",1397.55266242003,0.386483207232485,0.113342611739464,3.40986678620816,0.000649946173746759,0.0113803232712642,"cpeb4a"
"344","ENSMZEG00005008971",1353.37877301949,0.589350956567732,0.169201632443903,3.48312807657531,0.000495591207075572,0.00937261426155831,"mapk3"
"345","ENSMZEG00005008974",948.965058809426,0.291247036804266,0.0934527873889801,3.11651524734092,0.00183002216701922,0.0236477434892827,"hdgfl2"
"348","ENSMZEG00005009212",780.997019160657,0.439568202643773,0.134784392938165,3.26126929877878,0.00110914646812441,0.0166830417425486,"LRFN2"
"349","ENSMZEG00005009288",248.449835848216,0.450644495090066,0.146029276242148,3.08598732176691,0.00202877472418154,0.0255573508246699,"adck2"
"350","ENSMZEG00005009294",626.424444712308,0.403897666304425,0.143168599006045,2.82113304948505,0.00478543508383098,0.0455820885259258,"macroh2a1"
"351","ENSMZEG00005009350",2585.94725381274,0.39458408470757,0.137027595038396,2.87959578212699,0.00398185326161206,0.0400528637041869,"hycc2"
"352","ENSMZEG00005009463",2976.45147126764,0.472987002099439,0.157966950113968,2.99421494026563,0.0027515203353225,0.0313851374143308,"JMJD1C"
"353","ENSMZEG00005009518",168.641626425408,0.595963874187171,0.185510839500968,3.21255553470805,0.00131559711113987,0.0187749769128188,"kat7b"
"356","ENSMZEG00005009577",7.01875074121921,1.49331513687112,0.52531113313324,2.84272508744329,0.00447296341877149,0.0435994474922853,"oxnad1"
"359","ENSMZEG00005009620",21.6827297396461,1.38779861821237,0.31464951591579,4.41061736317367,1.0307632038451e-05,0.000539584208936265,"map2k6"
"360","ENSMZEG00005009622",250.855660577599,0.278198665687401,0.0891689070258144,3.11990664645988,0.00180908363899987,0.0234308525046584,"rab24"
"363","ENSMZEG00005009805",2559.69255627888,0.250425418686161,0.0882137738674067,2.83884712905009,0.00452768424256509,0.0440317292589455,"braf"
