GeneID,GeneName
ENSMZEG00005023767,PDCD7
ENSMZEG00005023769,NA
ENSMZEG00005023771,NA
ENSMZEG00005023773,NA
ENSMZEG00005023774,odad3
ENSMZEG00005023777,furina
ENSMZEG00005023778,NA
ENSMZEG00005023779,E2F4
ENSMZEG00005023780,si:ch211-122f10.4
ENSMZEG00005023782,slc38a7
ENSMZEG00005000097,GOT2
ENSMZEG00005000181,NA
ENSMZEG00005000211,NA
ENSMZEG00005000229,NA
ENSMZEG00005000260,gtf2h5
ENSMZEG00005000272,serac1
ENSMZEG00005000368,myct1a
ENSMZEG00005000416,tpp2
ENSMZEG00005000606,NA
ENSMZEG00005000619,mettl21e
ENSMZEG00005000629,ercc5
ENSMZEG00005000643,blzf1
ENSMZEG00005000671,trmt10c
ENSMZEG00005000702,txnl4b
ENSMZEG00005000716,mrpl16
ENSMZEG00005000738,NA
ENSMZEG00005000746,NA
ENSMZEG00005000758,EFNB2
ENSMZEG00005000922,sim1a
ENSMZEG00005001347,NA
ENSMZEG00005001367,cyb5r4
ENSMZEG00005001444,NA
ENSMZEG00005001477,rab33ba
ENSMZEG00005001509,zgc:113425
ENSMZEG00005001535,setd7
ENSMZEG00005001565,mgst2
ENSMZEG00005001570,scoca
ENSMZEG00005001583,zgc:154054
ENSMZEG00005001602,NA
ENSMZEG00005001614,NA
ENSMZEG00005001650,NA
ENSMZEG00005001671,NA
ENSMZEG00005002691,NA
ENSMZEG00005002700,NA
ENSMZEG00005002704,NA
ENSMZEG00005002717,NA
ENSMZEG00005002724,NA
ENSMZEG00005002748,NA
ENSMZEG00005002757,NA
ENSMZEG00005002781,NA
ENSMZEG00005002800,slc18b1
ENSMZEG00005002805,ahi1
ENSMZEG00005002824,NA
ENSMZEG00005002836,map7a
ENSMZEG00005002855,otofb
ENSMZEG00005002967,PAK2
ENSMZEG00005003008,hltf
ENSMZEG00005003039,gyg1a
ENSMZEG00005003068,pls1
ENSMZEG00005003131,ATR
ENSMZEG00005003274,NA
ENSMZEG00005003289,NA
ENSMZEG00005003321,NA
ENSMZEG00005003347,NA
ENSMZEG00005003516,NA
ENSMZEG00005003525,NA
ENSMZEG00005003560,NA
ENSMZEG00005003569,NA
ENSMZEG00005003597,NA
ENSMZEG00005003615,NA
ENSMZEG00005003623,NA
ENSMZEG00005003765,NA
ENSMZEG00005004436,NA
ENSMZEG00005004452,ankrd6b
ENSMZEG00005004468,zgc:112001
ENSMZEG00005004481,NA
ENSMZEG00005004624,NA
ENSMZEG00005004636,NA
ENSMZEG00005004650,NA
ENSMZEG00005004681,NLRC3
ENSMZEG00005004728,si:ch211-183d21.1
ENSMZEG00005004735,sbk1
ENSMZEG00005004757,RDH13
ENSMZEG00005004771,NA
ENSMZEG00005004782,decr2
ENSMZEG00005004811,RAB11FIP3
ENSMZEG00005004824,telo2
ENSMZEG00005004866,arhgap12a
ENSMZEG00005005155,KIF5B
ENSMZEG00005005218,NA
ENSMZEG00005005237,NA
ENSMZEG00005005265,men1
ENSMZEG00005005307,rtn3
ENSMZEG00005005349,suox
ENSMZEG00005005366,mcrs1
ENSMZEG00005005411,cyp27b1
ENSMZEG00005005428,mettl1
ENSMZEG00005005457,arhgap19
ENSMZEG00005005466,si:ch211-133l11.10
ENSMZEG00005005479,dla
ENSMZEG00005005506,NA
ENSMZEG00005005580,NA
ENSMZEG00005020484,myom2a
ENSMZEG00005020494,NA
ENSMZEG00005020499,NA
ENSMZEG00005020503,NA
ENSMZEG00005020506,NA
ENSMZEG00005020509,NA
ENSMZEG00005020572,cpt1a2b
ENSMZEG00005025790,si:dkey-85k7.12
ENSMZEG00005025792,si:dkey-85k7.12
ENSMZEG00005025793,NA
ENSMZEG00005025794,NA
ENSMZEG00005025795,NA
ENSMZEG00005025796,NA
ENSMZEG00005025797,cep83
ENSMZEG00005025798,hcfc2
ENSMZEG00005025799,elk3
ENSMZEG00005025800,cdk17
ENSMZEG00005025801,NA
ENSMZEG00005025803,CBL
ENSMZEG00005025804,NA
ENSMZEG00005025805,DIP2C
ENSMZEG00005025807,zmynd11
ENSMZEG00005025817,NA
ENSMZEG00005025819,NA
ENSMZEG00005025822,osr1
ENSMZEG00005025824,HHIPL1
ENSMZEG00005025828,GPR135
ENSMZEG00005025829,NA
ENSMZEG00005025831,NA
ENSMZEG00005025834,NA
ENSMZEG00005025835,ctrl
ENSMZEG00005025837,hsc70
ENSMZEG00005025839,si:dkey-238d18.4
ENSMZEG00005025840,NA
ENSMZEG00005025841,NA
ENSMZEG00005025844,NA
ENSMZEG00005025846,NA
ENSMZEG00005025847,NA
ENSMZEG00005025848,NA
ENSMZEG00005025850,NA
ENSMZEG00005025851,NA
ENSMZEG00005025852,NA
ENSMZEG00005025854,NA
ENSMZEG00005025855,etsrp
ENSMZEG00005025868,NA
ENSMZEG00005025869,NA
ENSMZEG00005025871,NA
ENSMZEG00005025873,NA
ENSMZEG00005025877,NA
ENSMZEG00005025884,NA
ENSMZEG00005025885,NA
ENSMZEG00005025889,NA
ENSMZEG00005025891,NA
ENSMZEG00005025892,NA
ENSMZEG00005025893,NA
ENSMZEG00005025894,NA
ENSMZEG00005025895,NA
ENSMZEG00005025896,NA
ENSMZEG00005025897,NA
ENSMZEG00005025898,NA
ENSMZEG00005025903,NA
ENSMZEG00005025904,NA
ENSMZEG00005025905,NA
ENSMZEG00005025907,NA
ENSMZEG00005025908,NA
ENSMZEG00005025910,NA
ENSMZEG00005025911,NA
ENSMZEG00005025912,NA
ENSMZEG00005025914,NA
ENSMZEG00005025915,NA
ENSMZEG00005025916,NA
ENSMZEG00005025920,mrpl4
ENSMZEG00005025921,hyls1
ENSMZEG00005025922,col9a1a
ENSMZEG00005025924,ptp4a1
ENSMZEG00005025926,lgsn
ENSMZEG00005025928,NA
ENSMZEG00005025929,myom2a
ENSMZEG00005025932,NA
ENSMZEG00005025933,NA
ENSMZEG00005025934,NA
ENSMZEG00005025937,NA
ENSMZEG00005025939,NA
ENSMZEG00005025940,NA
ENSMZEG00005025941,PAM
ENSMZEG00005025942,NA
ENSMZEG00005025943,NA
ENSMZEG00005025944,NA
ENSMZEG00005025947,NA
ENSMZEG00005025949,NA
ENSMZEG00005025950,NA
ENSMZEG00005025952,NA
ENSMZEG00005025953,NA
ENSMZEG00005025957,ggt5a
ENSMZEG00005025964,hmgn1b
ENSMZEG00005025967,NA
ENSMZEG00005025969,NA
ENSMZEG00005025970,NA
ENSMZEG00005025971,NA
ENSMZEG00005025975,NA
ENSMZEG00005025976,NA
ENSMZEG00005025978,NA
ENSMZEG00005025979,NA
ENSMZEG00005025980,NA
ENSMZEG00005025987,NA
ENSMZEG00005025989,NA
ENSMZEG00005025991,TNKS2
ENSMZEG00005025995,NA
ENSMZEG00005025996,NA
ENSMZEG00005025999,NA
ENSMZEG00005026059,NA
ENSMZEG00005026061,dnajc28
ENSMZEG00005026062,NA
ENSMZEG00005026064,si:ch211-225p5.8
ENSMZEG00005026067,NA
ENSMZEG00005026071,NA
ENSMZEG00005026072,NA
ENSMZEG00005026075,HMOX1
ENSMZEG00005026077,rnf11a
ENSMZEG00005026079,NA
ENSMZEG00005026081,NA
ENSMZEG00005026082,NA
ENSMZEG00005026084,fam184ab
ENSMZEG00005026093,NA
ENSMZEG00005026096,mvb12ba
ENSMZEG00005026099,LMX1B
ENSMZEG00005026123,NA
ENSMZEG00005026125,slc25a25b
ENSMZEG00005026127,NA
ENSMZEG00005026128,NA
ENSMZEG00005026129,NA
ENSMZEG00005026130,NA
ENSMZEG00005026132,NA
ENSMZEG00005026133,NA
ENSMZEG00005026134,NA
ENSMZEG00005026162,NA
ENSMZEG00005027586,NA
ENSMZEG00005028114,NA
ENSMZEG00005028235,NA
ENSMZEG00005028238,NA
ENSMZEG00005028240,NA
ENSMZEG00005028241,NA
ENSMZEG00005028243,NA
ENSMZEG00005028244,NA
ENSMZEG00005028246,NA
ENSMZEG00005028249,NA
ENSMZEG00005028252,NA
ENSMZEG00005028253,NA
ENSMZEG00005028254,NA
ENSMZEG00005028255,NA
ENSMZEG00005028256,NA
ENSMZEG00005028257,ttll12
ENSMZEG00005028260,NA
ENSMZEG00005028262,NA
ENSMZEG00005028314,NA
ENSMZEG00005028322,NA
ENSMZEG00005028332,fadd
ENSMZEG00005028333,ano1a
ENSMZEG00005028334,NA
ENSMZEG00005028335,NA
ENSMZEG00005028336,NA
ENSMZEG00005028337,lrp11
ENSMZEG00005028338,NA
ENSMZEG00005028339,NA
ENSMZEG00005028340,lrp11
ENSMZEG00005028341,NA
ENSMZEG00005028342,wdr59
ENSMZEG00005028346,nob1
ENSMZEG00005028349,NA
ENSMZEG00005028351,NA
ENSMZEG00005028353,NA
ENSMZEG00005028354,NA
ENSMZEG00005028355,NA
ENSMZEG00005028357,mcm9
ENSMZEG00005028363,NA
ENSMZEG00005028366,NA
ENSMZEG00005028367,NA
ENSMZEG00005028369,NA
ENSMZEG00005028370,NA
ENSMZEG00005028371,NA
ENSMZEG00005028373,NA
ENSMZEG00005028374,NA
ENSMZEG00005028375,NA
ENSMZEG00005028377,NA
ENSMZEG00005028379,NA
ENSMZEG00005028381,NA
ENSMZEG00005028382,NA
ENSMZEG00005028383,NA
ENSMZEG00005028385,NA
ENSMZEG00005028386,anapc10
ENSMZEG00005028388,abce1
ENSMZEG00005028390,NA
ENSMZEG00005028392,NA
ENSMZEG00005028395,NA
ENSMZEG00005028398,NA
ENSMZEG00005028399,NA
ENSMZEG00005028400,NA
ENSMZEG00005028401,slc25a17
ENSMZEG00005028403,znf598
ENSMZEG00005028406,SYNGR3
ENSMZEG00005028407,NA
ENSMZEG00005028408,NA
ENSMZEG00005028409,NA
ENSMZEG00005028411,NA
ENSMZEG00005028413,NA
ENSMZEG00005028415,NA
ENSMZEG00005028417,NA
ENSMZEG00005028419,NA
ENSMZEG00005028420,aqp4
ENSMZEG00005028421,NA
ENSMZEG00005028423,NA
ENSMZEG00005028425,NA
ENSMZEG00005028426,NA
ENSMZEG00005028427,KLHL10
ENSMZEG00005028429,NA
ENSMZEG00005028430,NA
ENSMZEG00005028431,NA
ENSMZEG00005028434,pals1a
ENSMZEG00005028435,timm9
ENSMZEG00005028437,mrpl53
ENSMZEG00005028438,pag1
ENSMZEG00005028440,znf704
ENSMZEG00005028442,NA
ENSMZEG00005028443,NA
ENSMZEG00005028447,NA
ENSMZEG00005028451,NA
ENSMZEG00005028453,LYZ
ENSMZEG00005028454,NA
ENSMZEG00005028455,NA
ENSMZEG00005028456,NA
ENSMZEG00005028457,NA
ENSMZEG00005028458,NA
ENSMZEG00005028459,NA
ENSMZEG00005028460,NA
ENSMZEG00005028461,NA
ENSMZEG00005028463,NA
ENSMZEG00005028464,NA
ENSMZEG00005028465,NA
ENSMZEG00005028466,NA
ENSMZEG00005028467,NA
ENSMZEG00005028468,NA
ENSMZEG00005028469,NA
ENSMZEG00005028470,NA
ENSMZEG00005028471,brinp2
ENSMZEG00005028472,NA
ENSMZEG00005028473,NA
ENSMZEG00005028474,NA
ENSMZEG00005028475,NA
ENSMZEG00005028476,NA
ENSMZEG00005028477,NA
ENSMZEG00005028478,NA
ENSMZEG00005028479,NA
ENSMZEG00005028480,NA
ENSMZEG00005028481,mapk13
ENSMZEG00005028482,brpf3b
ENSMZEG00005028483,nr1h5
ENSMZEG00005028484,slc66a1
ENSMZEG00005028485,trim33
ENSMZEG00005028486,NA
ENSMZEG00005028487,bcas2
ENSMZEG00005028489,otud3
ENSMZEG00005028490,NA
ENSMZEG00005028491,NA
ENSMZEG00005028492,NA
ENSMZEG00005028497,NA
ENSMZEG00005028510,NA
ENSMZEG00005028511,NA
ENSMZEG00005028512,NA
ENSMZEG00005028513,NA
ENSMZEG00005028514,NA
ENSMZEG00005028515,NA
ENSMZEG00005028516,NA
ENSMZEG00005028517,NA
ENSMZEG00005028518,NA
ENSMZEG00005028519,NA
ENSMZEG00005028520,NA
ENSMZEG00005028521,NA
ENSMZEG00005028522,NA
ENSMZEG00005028524,tlnrd1
ENSMZEG00005028526,mtch2
ENSMZEG00005028530,tollip
ENSMZEG00005028534,NA
ENSMZEG00005028535,NA
ENSMZEG00005028536,tifa
ENSMZEG00005028537,rbm4.3
ENSMZEG00005028538,tifa
ENSMZEG00005028540,rbm4.3
ENSMZEG00005028541,fxr2
ENSMZEG00005028543,haus4
ENSMZEG00005028544,NA
ENSMZEG00005028545,stard3nl
ENSMZEG00005028549,NA
ENSMZEG00005028562,NA
ENSMZEG00005028570,ALDH1L2
ENSMZEG00005028573,nopchap1
ENSMZEG00005028576,slc41a2b
ENSMZEG00005028581,chst11
ENSMZEG00005028584,banp
ENSMZEG00005028591,fbxo31
ENSMZEG00005028596,NA
ENSMZEG00005028599,NA
ENSMZEG00005028600,NA
ENSMZEG00005028601,NA
ENSMZEG00005028603,NA
ENSMZEG00005028604,NA
ENSMZEG00005028605,NA
ENSMZEG00005028606,NA
ENSMZEG00005028607,NA
ENSMZEG00005028608,NA
ENSMZEG00005028609,NA
ENSMZEG00005028610,NA
ENSMZEG00005028613,NA
ENSMZEG00005028614,NA
ENSMZEG00005028615,NA
ENSMZEG00005028616,NA
ENSMZEG00005028617,NA
ENSMZEG00005028618,EML6
ENSMZEG00005028619,slc26a5
ENSMZEG00005028620,psmc2
ENSMZEG00005028621,NA
ENSMZEG00005028622,NA
ENSMZEG00005028623,NA
ENSMZEG00005000100,NA
ENSMZEG00005000151,NA
ENSMZEG00005000188,lamb1a
ENSMZEG00005000372,odad2
ENSMZEG00005000461,mpp7a
ENSMZEG00005000680,baxa
ENSMZEG00005002558,NA
ENSMZEG00005002582,NA
ENSMZEG00005002669,si:ch211-196f5.2
ENSMZEG00005002688,NA
ENSMZEG00005002695,si:ch211-196f5.2
ENSMZEG00005002710,ASCC3
ENSMZEG00005002801,NA
ENSMZEG00005002885,NA
ENSMZEG00005002900,NA
ENSMZEG00005002917,NA
ENSMZEG00005002960,NA
ENSMZEG00005002994,NA
ENSMZEG00005003060,NA
ENSMZEG00005012705,NA
ENSMZEG00005012712,NA
ENSMZEG00005012719,NA
ENSMZEG00005012747,NA
ENSMZEG00005013555,NA
ENSMZEG00005013575,NA
ENSMZEG00005014138,NA
ENSMZEG00005014160,cdc14ab
ENSMZEG00005014193,NA
ENSMZEG00005014199,NA
ENSMZEG00005014209,NA
ENSMZEG00005014217,NA
ENSMZEG00005014223,NA
ENSMZEG00005014231,NA
ENSMZEG00005014243,NA
ENSMZEG00005014479,NA
ENSMZEG00005014491,NA
ENSMZEG00005014506,NA
ENSMZEG00005014526,NA
ENSMZEG00005014568,NA
ENSMZEG00005014581,NA
ENSMZEG00005014586,NA
ENSMZEG00005014592,NA
ENSMZEG00005014603,NA
ENSMZEG00005014611,klhl42
ENSMZEG00005014618,elapor2b
ENSMZEG00005014640,amdhd1
ENSMZEG00005014687,tspan9b
ENSMZEG00005014701,snrpf
ENSMZEG00005015487,ntn4
ENSMZEG00005015510,NA
ENSMZEG00005015518,NA
ENSMZEG00005015525,NA
ENSMZEG00005015533,NA
ENSMZEG00005015550,MLLT3
ENSMZEG00005015560,NA
ENSMZEG00005015565,NA
ENSMZEG00005015571,NA
ENSMZEG00005015607,NA
ENSMZEG00005015618,NA
ENSMZEG00005015621,NA
ENSMZEG00005015627,NA
ENSMZEG00005015659,NA
ENSMZEG00005015668,NA
ENSMZEG00005015674,NA
ENSMZEG00005015685,NA
ENSMZEG00005015692,NA
ENSMZEG00005015708,NA
ENSMZEG00005015718,NA
ENSMZEG00005015724,NA
ENSMZEG00005015760,NA
ENSMZEG00005015900,si:ch211-225p5.8
ENSMZEG00005015918,NA
ENSMZEG00005015922,dnajc28
ENSMZEG00005015926,NA
ENSMZEG00005015954,NA
ENSMZEG00005015974,NA
ENSMZEG00005015994,NA
ENSMZEG00005016001,sb:cb81
ENSMZEG00005016025,MFAP4
ENSMZEG00005016069,NA
ENSMZEG00005021995,NA
ENSMZEG00005021997,focad
ENSMZEG00005022009,hacd4
ENSMZEG00005022012,NA
ENSMZEG00005022015,rrn3
ENSMZEG00005022019,si:dkeyp-72e1.6
ENSMZEG00005022024,gspt1l
ENSMZEG00005022161,NA
ENSMZEG00005022162,RPS20
ENSMZEG00005022168,NA
ENSMZEG00005022173,NA
ENSMZEG00005022174,NA
ENSMZEG00005022177,NA
ENSMZEG00005022178,NA
ENSMZEG00005022181,NA
ENSMZEG00005022184,RAB3GAP1
ENSMZEG00005022188,si:dkey-85k7.12
ENSMZEG00005022190,si:dkey-85k7.12
ENSMZEG00005022194,pop7
ENSMZEG00005022195,epoa
ENSMZEG00005022200,NA
ENSMZEG00005022204,NA
ENSMZEG00005022206,NA
ENSMZEG00005022210,NA
ENSMZEG00005022211,NA
ENSMZEG00005022213,NA
ENSMZEG00005022215,NA
ENSMZEG00005022220,samm50l
ENSMZEG00005022222,NA
ENSMZEG00005022223,si:zfos-169g10.2
ENSMZEG00005022226,NA
ENSMZEG00005022227,NA
ENSMZEG00005022229,NA
ENSMZEG00005022232,wu:fc93h12
ENSMZEG00005022287,NA
ENSMZEG00005022290,fbp2
ENSMZEG00005022293,NA
ENSMZEG00005022296,NA
ENSMZEG00005022311,NA
ENSMZEG00005022319,NA
ENSMZEG00005022407,NA
ENSMZEG00005022408,SSX2IP
ENSMZEG00005022411,lpar3
ENSMZEG00005022413,mcoln2
ENSMZEG00005022416,NA
ENSMZEG00005022418,kdf1a
ENSMZEG00005022419,gmppb
ENSMZEG00005022431,NA
ENSMZEG00005022432,kdf1a
ENSMZEG00005022433,kin
ENSMZEG00005022434,b4galt2
ENSMZEG00005022436,NA
ENSMZEG00005022437,rpz4
ENSMZEG00005022439,rpz5
ENSMZEG00005022447,NA
ENSMZEG00005022451,NA
ENSMZEG00005022610,NA
ENSMZEG00005022770,NA
ENSMZEG00005022956,NA
ENSMZEG00005022959,NA
ENSMZEG00005022961,NA
ENSMZEG00005022965,NA
ENSMZEG00005022974,KHSRP
ENSMZEG00005023963,RFX1
ENSMZEG00005023964,rln3a
ENSMZEG00005023965,tnpo2a
ENSMZEG00005023968,fbxw9
ENSMZEG00005023969,NA
ENSMZEG00005023970,dhps
ENSMZEG00005023971,NA
ENSMZEG00005023972,NA
ENSMZEG00005023973,pik3c2b
ENSMZEG00005023974,si:ch211-236d3.4
ENSMZEG00005023975,mkrn2
ENSMZEG00005023976,mkrn2os.2
ENSMZEG00005023977,NA
ENSMZEG00005023978,NA
ENSMZEG00005023979,sult3st1
ENSMZEG00005023980,sult3st1
ENSMZEG00005024006,eif3d
ENSMZEG00005024008,NA
ENSMZEG00005024012,NA
ENSMZEG00005024013,NA
ENSMZEG00005024014,NA
ENSMZEG00005024019,NA
ENSMZEG00005024021,NA
ENSMZEG00005024025,NA
ENSMZEG00005024027,NA
ENSMZEG00005024034,NA
ENSMZEG00005024059,NA
ENSMZEG00005024100,NA
ENSMZEG00005024115,NA
ENSMZEG00005024812,eci1
ENSMZEG00005024815,dnase1
ENSMZEG00005024816,NA
ENSMZEG00005024818,fasn
ENSMZEG00005024819,SIRT5
ENSMZEG00005024820,NA
ENSMZEG00005024821,NA
ENSMZEG00005024822,NA
ENSMZEG00005024823,NA
ENSMZEG00005024824,NA
ENSMZEG00005024825,NA
ENSMZEG00005024826,NA
ENSMZEG00005024827,NA
ENSMZEG00005024828,NA
ENSMZEG00005024829,NA
ENSMZEG00005024830,NA
ENSMZEG00005024831,KLHL10
ENSMZEG00005024832,NA
ENSMZEG00005024833,ggt5a
ENSMZEG00005024834,NA
ENSMZEG00005024835,asphd2
ENSMZEG00005024836,cabp1a
ENSMZEG00005024837,NA
ENSMZEG00005024839,NA
ENSMZEG00005024840,nfil3
ENSMZEG00005024841,NA
ENSMZEG00005024842,NA
ENSMZEG00005024843,NA
ENSMZEG00005024844,NA
ENSMZEG00005024845,si:ch211-225b11.1
ENSMZEG00005024846,limk2
ENSMZEG00005024853,NA
ENSMZEG00005024854,NA
ENSMZEG00005024856,NA
ENSMZEG00005024858,zgc:113274
ENSMZEG00005024859,GPR135
ENSMZEG00005024861,NA
ENSMZEG00005024863,NA
ENSMZEG00005024866,NA
ENSMZEG00005024868,NA
ENSMZEG00005024870,NA
ENSMZEG00005024871,NA
ENSMZEG00005024875,NA
ENSMZEG00005024877,tbcela
ENSMZEG00005024881,NA
ENSMZEG00005024882,NA
ENSMZEG00005024883,NA
ENSMZEG00005024884,NA
ENSMZEG00005024886,hps3
ENSMZEG00005024887,KLHL10
ENSMZEG00005024892,frem1b
ENSMZEG00005024896,NA
ENSMZEG00005024897,NA
ENSMZEG00005024898,NA
ENSMZEG00005024899,NA
ENSMZEG00005024900,NA
ENSMZEG00005024901,NA
ENSMZEG00005024902,NA
ENSMZEG00005024903,STAC2
ENSMZEG00005024904,42sp43
ENSMZEG00005024905,NA
ENSMZEG00005024906,NA
ENSMZEG00005024907,NA
ENSMZEG00005024908,NA
ENSMZEG00005024909,arnt2
ENSMZEG00005024911,lrrn3a
ENSMZEG00005024912,NA
ENSMZEG00005024913,NA
ENSMZEG00005024914,NA
ENSMZEG00005024915,KCNS3
ENSMZEG00005024916,NA
ENSMZEG00005024917,zpax1
ENSMZEG00005024918,ttc32
ENSMZEG00005024919,matn3a
ENSMZEG00005024920,laptm4a
ENSMZEG00005024921,NA
ENSMZEG00005024922,NA
ENSMZEG00005024923,NA
ENSMZEG00005024924,NA
ENSMZEG00005024925,NA
ENSMZEG00005024926,NA
ENSMZEG00005024927,NA
ENSMZEG00005025528,NA
ENSMZEG00005025530,NA
ENSMZEG00005025532,NA
ENSMZEG00005025535,NA
ENSMZEG00005025537,NA
ENSMZEG00005025540,NA
ENSMZEG00005025542,NA
ENSMZEG00005025552,NA
ENSMZEG00005025555,NA
ENSMZEG00005025559,NA
ENSMZEG00005025561,NA
ENSMZEG00005025564,NA
ENSMZEG00005025565,NA
ENSMZEG00005025568,NA
ENSMZEG00005025569,NA
ENSMZEG00005025571,NA
ENSMZEG00005025573,NA
ENSMZEG00005025574,NA
ENSMZEG00005025578,NA
ENSMZEG00005025579,NA
ENSMZEG00005025581,NA
ENSMZEG00005025585,NA
ENSMZEG00005025587,NA
ENSMZEG00005025589,NA
ENSMZEG00005025591,NA
ENSMZEG00005025592,NA
ENSMZEG00005025595,NA
ENSMZEG00005025596,NA
ENSMZEG00005025599,NA
ENSMZEG00005025601,NA
ENSMZEG00005025604,NA
ENSMZEG00005025615,fahd1
ENSMZEG00005025617,NA
ENSMZEG00005025618,MSRB1
ENSMZEG00005025625,msrb1a
ENSMZEG00005025627,NA
ENSMZEG00005025630,RPL3L
ENSMZEG00005025632,ndufb10
ENSMZEG00005025635,NA
ENSMZEG00005025645,ttpa
ENSMZEG00005025647,XPR1
ENSMZEG00005025649,NA
ENSMZEG00005025651,NA
ENSMZEG00005025652,NA
ENSMZEG00005025653,NA
ENSMZEG00005025654,NA
ENSMZEG00005025656,NA
ENSMZEG00005025657,NA
ENSMZEG00005025658,NA
ENSMZEG00005025659,NA
ENSMZEG00005025662,NA
ENSMZEG00005025663,NA
ENSMZEG00005025664,NA
ENSMZEG00005025665,NA
ENSMZEG00005025666,NA
ENSMZEG00005025667,NA
ENSMZEG00005025668,NA
ENSMZEG00005025669,NA
ENSMZEG00005025670,NA
ENSMZEG00005025671,pigu
ENSMZEG00005025672,psmf1
ENSMZEG00005025674,NA
ENSMZEG00005025675,cxcr2
ENSMZEG00005025676,faima
ENSMZEG00005025677,NA
ENSMZEG00005025678,parp14rs1
ENSMZEG00005025708,NA
ENSMZEG00005025709,NA
ENSMZEG00005025711,NA
ENSMZEG00005025713,NA
ENSMZEG00005025715,NA
ENSMZEG00005025717,NA
ENSMZEG00005025719,NA
ENSMZEG00005025721,NA
ENSMZEG00005025722,il1rapl2
ENSMZEG00005025725,NA
ENSMZEG00005025726,NA
ENSMZEG00005025728,NA
ENSMZEG00005025729,NA
ENSMZEG00005025730,NA
ENSMZEG00005025731,NA
ENSMZEG00005025732,NA
ENSMZEG00005025735,NA
ENSMZEG00005025736,spata20
ENSMZEG00005025737,NA
ENSMZEG00005025738,chp1
ENSMZEG00005025739,NA
ENSMZEG00005025740,NA
ENSMZEG00005025741,NA
ENSMZEG00005025742,NA
ENSMZEG00005025743,NA
ENSMZEG00005025744,NA
ENSMZEG00005025745,NA
ENSMZEG00005025746,NA
ENSMZEG00005025747,NA
ENSMZEG00005025748,NA
ENSMZEG00005025749,NA
ENSMZEG00005025750,NA
ENSMZEG00005025751,NA
ENSMZEG00005025752,mapre3a
ENSMZEG00005025753,dpysl5a
ENSMZEG00005025757,NA
ENSMZEG00005025758,NA
ENSMZEG00005025759,NA
ENSMZEG00005025761,NA
ENSMZEG00005025806,etv5b
ENSMZEG00005025810,NA
ENSMZEG00005025811,NA
ENSMZEG00005025812,NA
ENSMZEG00005025813,NA
ENSMZEG00005025814,NA
ENSMZEG00005025815,NA
ENSMZEG00005025821,NA
ENSMZEG00005025825,NA
ENSMZEG00005025827,NA
ENSMZEG00005025830,NA
ENSMZEG00005025833,krt5
ENSMZEG00005025836,zgc:171775
ENSMZEG00005025838,NA
ENSMZEG00005025843,NA
ENSMZEG00005025845,NA
ENSMZEG00005025849,ggt5a
ENSMZEG00005025874,NA
ENSMZEG00005025945,mfrp
ENSMZEG00005025946,NA
ENSMZEG00005025948,NA
ENSMZEG00005025951,NA
ENSMZEG00005025954,NA
ENSMZEG00005025955,NA
ENSMZEG00005025958,KLHL10
ENSMZEG00005026008,ggt5a
ENSMZEG00005026012,lonp2
ENSMZEG00005026014,il34
ENSMZEG00005026015,sf3b3
ENSMZEG00005026021,NA
ENSMZEG00005026022,NA
ENSMZEG00005026023,NA
ENSMZEG00005026025,NA
ENSMZEG00005026026,rnf150b
ENSMZEG00005026033,unc45b
ENSMZEG00005026038,NA
ENSMZEG00005026041,NA
ENSMZEG00005026044,NA
ENSMZEG00005026046,NA
ENSMZEG00005026048,ptpn11a
ENSMZEG00005026052,NA
ENSMZEG00005026065,tmed2
ENSMZEG00005026066,NA
ENSMZEG00005026068,NA
ENSMZEG00005026076,NA
ENSMZEG00005026080,NA
ENSMZEG00005026085,NA
ENSMZEG00005026087,NA
ENSMZEG00005026088,NA
ENSMZEG00005026089,NA
ENSMZEG00005026090,NA
ENSMZEG00005026092,NA
ENSMZEG00005026095,NA
ENSMZEG00005026097,NA
ENSMZEG00005026100,KDM5A
ENSMZEG00005026102,NA
ENSMZEG00005026104,NA
ENSMZEG00005026118,NA
ENSMZEG00005026121,NA
ENSMZEG00005026137,NA
ENSMZEG00005026138,NA
ENSMZEG00005026140,irf2bp2b
ENSMZEG00005026141,mtmr1a
ENSMZEG00005026145,cdh6
ENSMZEG00005026146,lrrc3b
ENSMZEG00005026147,NA
ENSMZEG00005026148,NA
ENSMZEG00005026149,casp20
ENSMZEG00005026156,catip
ENSMZEG00005026157,NA
ENSMZEG00005026158,tmbim1a
ENSMZEG00005026159,si:ch73-71c20.5
ENSMZEG00005026160,mcm6
ENSMZEG00005026163,cxcr4a
ENSMZEG00005026164,NA
ENSMZEG00005026165,NA
ENSMZEG00005026169,NA
ENSMZEG00005026170,NA
ENSMZEG00005026171,NA
ENSMZEG00005026172,NA
ENSMZEG00005026175,atad1b
ENSMZEG00005026176,NA
ENSMZEG00005026177,NA
ENSMZEG00005026178,bbs1
ENSMZEG00005026179,NA
ENSMZEG00005026180,slc16a12b
ENSMZEG00005026182,NA
ENSMZEG00005026183,NA
ENSMZEG00005026187,NA
ENSMZEG00005026188,dact1
ENSMZEG00005026189,NA
ENSMZEG00005026191,NA
ENSMZEG00005026193,NA
ENSMZEG00005026195,rmi1
ENSMZEG00005026207,HNRNPK
ENSMZEG00005026208,NA
ENSMZEG00005026210,ppp1r9ba
ENSMZEG00005026211,prpsap2
