GeneID,GeneName
ENSMZEG00005002218,SLC44A2
ENSMZEG00005002278,gcdhb
ENSMZEG00005002303,NA
ENSMZEG00005002319,farsa
ENSMZEG00005002368,ilf3b
ENSMZEG00005002425,ptger1b
ENSMZEG00005002436,wizb
ENSMZEG00005002449,pglyrp6
ENSMZEG00005002457,TRAPPC5
ENSMZEG00005002476,mcoln1b
ENSMZEG00005002492,NA
ENSMZEG00005002505,NA
ENSMZEG00005002537,pkn1b
ENSMZEG00005002600,NA
ENSMZEG00005002629,NA
ENSMZEG00005002654,si:ch211-106h11.1
ENSMZEG00005002864,DDX39A
ENSMZEG00005002911,si:ch211-106h11.3
ENSMZEG00005002916,txn2
ENSMZEG00005002935,MYH9
ENSMZEG00005003047,slc25a38a
ENSMZEG00005003155,rpsa
ENSMZEG00005003197,ubn2b
ENSMZEG00005003258,trir
ENSMZEG00005003284,hook2
ENSMZEG00005003658,junbb
ENSMZEG00005003679,rtbdn
ENSMZEG00005003701,NA
ENSMZEG00005003727,MAST1
ENSMZEG00005003809,ATG4D
ENSMZEG00005003889,smarca4a
ENSMZEG00005003998,ldlra
ENSMZEG00005004013,kri1
ENSMZEG00005004038,spc24
ENSMZEG00005004045,s1pr5a
ENSMZEG00005004053,foxd7
ENSMZEG00005004070,si:dkeyp-69e1.8
ENSMZEG00005004079,hmgxb4a
ENSMZEG00005004094,ankrd54
ENSMZEG00005004108,foxred2
ENSMZEG00005004130,NA
ENSMZEG00005004189,hmox1a
ENSMZEG00005004143,mcm5
ENSMZEG00005004192,gcat
ENSMZEG00005004252,tom1
ENSMZEG00005004295,mfsd6l
ENSMZEG00005004310,NA
ENSMZEG00005004332,PIK3R5
ENSMZEG00005004358,ntn1b
ENSMZEG00005004383,usp43b
ENSMZEG00005004395,MCHR1
ENSMZEG00005004399,grb2b
ENSMZEG00005004427,bptf
ENSMZEG00005004479,kpna2
ENSMZEG00005004511,NA
ENSMZEG00005004525,PLEKHF1
ENSMZEG00005004539,smurf2
ENSMZEG00005004609,ddx5
ENSMZEG00005004706,NA
ENSMZEG00005004730,aanat1
ENSMZEG00005004747,MYH10
ENSMZEG00005004838,wbp11
ENSMZEG00005004902,ddx47
ENSMZEG00005004925,NA
ENSMZEG00005004936,PLEKHF1
ENSMZEG00005004959,NA
ENSMZEG00005004995,GPRC5D
ENSMZEG00005005015,NA
ENSMZEG00005005024,NA
ENSMZEG00005005030,NA
ENSMZEG00005005036,PLEKHF1
ENSMZEG00005005044,NA
ENSMZEG00005005062,NA
ENSMZEG00005005075,NA
ENSMZEG00005005081,NA
ENSMZEG00005005101,tcf20
ENSMZEG00005005111,GRIN2B
ENSMZEG00005005150,NA
ENSMZEG00005005160,si:ch1073-314i13.4
ENSMZEG00005005169,NA
ENSMZEG00005005180,wbp2nl
ENSMZEG00005005190,NA
ENSMZEG00005005197,rrp7a
ENSMZEG00005005201,NA
ENSMZEG00005005248,fam234b
ENSMZEG00005005262,ndufa6
ENSMZEG00005005277,NA
ENSMZEG00005005290,triobpb
ENSMZEG00005005308,NA
ENSMZEG00005005326,nol12
ENSMZEG00005005342,srebf2
ENSMZEG00005005368,NA
ENSMZEG00005005376,CCDC134
ENSMZEG00005005407,NA
ENSMZEG00005005421,NA
ENSMZEG00005005430,NA
ENSMZEG00005005436,kdelr3
ENSMZEG00005005541,NA
ENSMZEG00005005691,sox10
ENSMZEG00005005705,polr2f
ENSMZEG00005005714,NA
ENSMZEG00005005724,NA
ENSMZEG00005005739,GGA1
ENSMZEG00005005770,NA
ENSMZEG00005005807,tmem184bb.1
ENSMZEG00005005827,CSNK1E
ENSMZEG00005005861,tnrc6bb.2
ENSMZEG00005005888,NA
ENSMZEG00005005919,cdc42ep1b
ENSMZEG00005005932,NA
ENSMZEG00005005948,NA
ENSMZEG00005005957,slc25a17
ENSMZEG00005005976,znf598
ENSMZEG00005005991,SYNGR3
ENSMZEG00005005995,gfer
ENSMZEG00005006012,drg2
ENSMZEG00005006043,NA
ENSMZEG00005006068,LLGL1
ENSMZEG00005006146,flii
ENSMZEG00005006231,desi1a
ENSMZEG00005006254,NA
ENSMZEG00005006274,NA
ENSMZEG00005006316,ccdc97
ENSMZEG00005006351,NA
ENSMZEG00005006362,NA
ENSMZEG00005006378,sp100.1
ENSMZEG00005006389,NA
ENSMZEG00005006411,NA
ENSMZEG00005006425,pvalb6
ENSMZEG00005006439,NA
ENSMZEG00005006453,pdgfbb
ENSMZEG00005006469,tmem150b
ENSMZEG00005006493,adsl
ENSMZEG00005006522,adsl
ENSMZEG00005006556,adsl
ENSMZEG00005006589,adsl
ENSMZEG00005006623,NA
ENSMZEG00005006647,adsl
ENSMZEG00005006816,si:dkey-110g7.8
ENSMZEG00005006842,atf4b
ENSMZEG00005006854,NA
ENSMZEG00005006869,NA
ENSMZEG00005006902,mief1
ENSMZEG00005006924,si:ch211-256m1.8
ENSMZEG00005006933,mpst
ENSMZEG00005006940,NA
ENSMZEG00005006969,NA
ENSMZEG00005007014,c1qtnf6a
ENSMZEG00005007022,chst12a
ENSMZEG00005007053,CARD11
ENSMZEG00005007127,ap5z1
ENSMZEG00005007185,mmd2a
ENSMZEG00005007214,wipi2
ENSMZEG00005007272,NA
ENSMZEG00005007290,NA
ENSMZEG00005007314,SMURF1
ENSMZEG00005007337,rnf216
ENSMZEG00005007362,fscn1a
ENSMZEG00005007397,actb2
ENSMZEG00005007439,tnrc18
ENSMZEG00005007481,slc29a4b
ENSMZEG00005007515,cpsf4
ENSMZEG00005007522,atp5mf
ENSMZEG00005007542,shmt1
ENSMZEG00005007587,pdap1b
ENSMZEG00005007593,bud31
ENSMZEG00005007612,usp7
ENSMZEG00005007687,HAPSTR1
ENSMZEG00005007705,dctn5
ENSMZEG00005007730,ndufab1a
ENSMZEG00005007756,TNRC6A
ENSMZEG00005007792,NA
ENSMZEG00005007804,NA
ENSMZEG00005007831,prkcbb
ENSMZEG00005007882,socs1a
ENSMZEG00005007897,CLEC16A
ENSMZEG00005007917,dexi
ENSMZEG00005007929,NA
ENSMZEG00005007965,nubp1
ENSMZEG00005007990,emp2
ENSMZEG00005008011,NA
ENSMZEG00005008026,NA
ENSMZEG00005008036,NA
ENSMZEG00005008072,grin2aa
ENSMZEG00005008122,NA
ENSMZEG00005008243,b9d1
ENSMZEG00005008261,epn2
ENSMZEG00005008278,grapa
ENSMZEG00005008298,NA
ENSMZEG00005008318,SPHK1
ENSMZEG00005008359,NA
ENSMZEG00005008422,NA
ENSMZEG00005008438,cygb1
ENSMZEG00005008452,PRPSAP1
ENSMZEG00005008494,NA
ENSMZEG00005008509,MGAT5B
ENSMZEG00005008544,sec14l1
ENSMZEG00005008580,nptx1l
ENSMZEG00005008593,pecam1a
ENSMZEG00005008606,ppp1r27a
ENSMZEG00005008623,mcrip1
ENSMZEG00005008639,alyref
ENSMZEG00005008664,ARHGDIA
ENSMZEG00005008694,cdr2l
ENSMZEG00005008718,recql5
ENSMZEG00005008740,si:ch211-120g10.1
ENSMZEG00005008761,xylt2
ENSMZEG00005008794,NA
ENSMZEG00005008817,NHERF1
ENSMZEG00005008833,atp2a1
ENSMZEG00005008905,rabep2
ENSMZEG00005008941,si:ch211-11k18.4
ENSMZEG00005008961,nudt9
ENSMZEG00005008971,mapk3
ENSMZEG00005009007,gdpd3a
ENSMZEG00005009048,ypel3
ENSMZEG00005009057,atp6v0cb
ENSMZEG00005009070,spsb3a
ENSMZEG00005009087,mrps34
ENSMZEG00005009202,mapk8ip3
ENSMZEG00005009602,jpt2
ENSMZEG00005009624,CRAMP1
ENSMZEG00005009693,dhrs7b
ENSMZEG00005009719,NA
ENSMZEG00005009728,NA
ENSMZEG00005009735,NA
ENSMZEG00005009745,NA
ENSMZEG00005009755,NA
ENSMZEG00005009763,NA
ENSMZEG00005009774,NA
ENSMZEG00005009781,NA
ENSMZEG00005009792,NA
ENSMZEG00005009800,NA
ENSMZEG00005009804,NA
ENSMZEG00005009815,NA
ENSMZEG00005009824,NA
ENSMZEG00005009829,NA
ENSMZEG00005009843,NA
ENSMZEG00005009869,NA
ENSMZEG00005009878,NA
ENSMZEG00005009883,NA
ENSMZEG00005009889,NA
ENSMZEG00005009899,NA
ENSMZEG00005009903,NA
ENSMZEG00005009907,NA
ENSMZEG00005009915,NA
ENSMZEG00005009923,NA
ENSMZEG00005009927,NA
ENSMZEG00005009933,NA
ENSMZEG00005009936,NA
ENSMZEG00005009942,NA
ENSMZEG00005009957,NA
ENSMZEG00005009962,NA
ENSMZEG00005009966,NA
ENSMZEG00005009975,NA
ENSMZEG00005009982,NA
ENSMZEG00005009991,NA
ENSMZEG00005009999,NA
ENSMZEG00005010011,NA
ENSMZEG00005010019,NA
ENSMZEG00005010034,NA
ENSMZEG00005010043,NA
ENSMZEG00005010046,NA
ENSMZEG00005010050,NA
ENSMZEG00005010057,NA
ENSMZEG00005010070,NA
ENSMZEG00005010078,NA
ENSMZEG00005010085,NA
ENSMZEG00005010090,NA
ENSMZEG00005010096,NA
ENSMZEG00005010102,NA
ENSMZEG00005010110,NA
ENSMZEG00005010122,NA
ENSMZEG00005010128,NA
ENSMZEG00005010142,NA
ENSMZEG00005010149,NA
ENSMZEG00005010161,NA
ENSMZEG00005010168,NA
ENSMZEG00005010173,NA
ENSMZEG00005010184,NA
ENSMZEG00005010192,NA
ENSMZEG00005010197,NA
ENSMZEG00005010204,NA
ENSMZEG00005010214,NA
ENSMZEG00005010223,NA
ENSMZEG00005010227,NA
ENSMZEG00005010237,NA
ENSMZEG00005010247,NA
ENSMZEG00005010251,NA
ENSMZEG00005010268,NA
ENSMZEG00005010273,NA
ENSMZEG00005010277,NA
ENSMZEG00005010286,NA
ENSMZEG00005010291,NA
ENSMZEG00005010297,NA
ENSMZEG00005010306,NA
ENSMZEG00005010311,NA
ENSMZEG00005010318,NA
ENSMZEG00005010326,NA
ENSMZEG00005010330,NA
ENSMZEG00005010336,NA
ENSMZEG00005010349,NA
ENSMZEG00005010355,NA
ENSMZEG00005010359,NA
ENSMZEG00005010365,NA
ENSMZEG00005010371,NA
ENSMZEG00005010380,NA
ENSMZEG00005010383,NA
ENSMZEG00005010388,NA
ENSMZEG00005010396,NA
ENSMZEG00005010406,NA
ENSMZEG00005010414,NA
ENSMZEG00005010431,NA
ENSMZEG00005010439,NA
ENSMZEG00005010452,NA
ENSMZEG00005010467,NA
ENSMZEG00005010473,NA
ENSMZEG00005010484,NA
ENSMZEG00005010489,NA
ENSMZEG00005010498,NA
ENSMZEG00005010511,cabp5b
ENSMZEG00005010528,asphd1
ENSMZEG00005010543,SEZ6L2
ENSMZEG00005010567,kctd13
ENSMZEG00005010582,NA
ENSMZEG00005010591,antkmt
ENSMZEG00005010620,xpo6
ENSMZEG00005010670,nme4
ENSMZEG00005010685,eps8l1a
ENSMZEG00005010704,NA
ENSMZEG00005010741,slc17a7a
ENSMZEG00005010805,zgc:55558
ENSMZEG00005010775,pold1
ENSMZEG00005010817,gys1
ENSMZEG00005010838,aspdh
ENSMZEG00005010853,tmem86b
ENSMZEG00005010848,hspbp1
ENSMZEG00005010857,tufm
ENSMZEG00005010861,kcnj12b
ENSMZEG00005010868,natd1
ENSMZEG00005010875,tmem11
ENSMZEG00005010920,tnrc6c1
ENSMZEG00005011000,NA
ENSMZEG00005011011,NA
ENSMZEG00005011016,NA
ENSMZEG00005011025,NA
ENSMZEG00005011037,NA
ENSMZEG00005011045,NA
ENSMZEG00005011055,znf207a
ENSMZEG00005011093,zgc:153240
ENSMZEG00005011127,rhot1a
ENSMZEG00005011167,adap2
ENSMZEG00005011189,atad5a
ENSMZEG00005011213,NA
ENSMZEG00005011218,NA
ENSMZEG00005011227,KHSRP
ENSMZEG00005011253,rfx1a
ENSMZEG00005011272,NA
ENSMZEG00005011280,NA
ENSMZEG00005011298,TNPO2
ENSMZEG00005011335,fbxw9
ENSMZEG00005011350,NA
ENSMZEG00005011357,dhps
ENSMZEG00005011395,NHERF2
ENSMZEG00005011416,sstr5
ENSMZEG00005011429,NA
ENSMZEG00005011437,NA
ENSMZEG00005011446,NA
ENSMZEG00005011457,NA
ENSMZEG00005011467,NA
ENSMZEG00005011487,NA
ENSMZEG00005011543,spag9a
ENSMZEG00005011637,tob1a
ENSMZEG00005011642,NA
ENSMZEG00005011654,ankrd40
ENSMZEG00005011677,luc7l3
ENSMZEG00005011691,NA
ENSMZEG00005011707,NA
ENSMZEG00005011713,NA
ENSMZEG00005011720,NA
ENSMZEG00005011729,NA
ENSMZEG00005012298,NA
ENSMZEG00005012317,gtpbp1
ENSMZEG00005012353,sgsm3
ENSMZEG00005012393,ELFN2
ENSMZEG00005012409,NA
ENSMZEG00005012433,NA
ENSMZEG00005012466,NA
ENSMZEG00005012483,gtf2f1
ENSMZEG00005012510,alkbh7
ENSMZEG00005012533,NA
ENSMZEG00005012621,NA
ENSMZEG00005012639,NACC1
ENSMZEG00005012667,NA
ENSMZEG00005012699,NA
ENSMZEG00005012810,NA
ENSMZEG00005012818,NA
ENSMZEG00005012823,NA
ENSMZEG00005012828,NA
ENSMZEG00005012839,NA
ENSMZEG00005012865,septin9a
ENSMZEG00005012898,NA
ENSMZEG00005012909,NA
ENSMZEG00005012915,NA
ENSMZEG00005012921,NA
ENSMZEG00005012925,NA
ENSMZEG00005012937,jpt1b
ENSMZEG00005012945,sumo2b
ENSMZEG00005012951,NUP85
ENSMZEG00005012964,sumo2b
ENSMZEG00005012972,NA
ENSMZEG00005012988,gga3b
ENSMZEG00005013021,mrps7
ENSMZEG00005013033,mif4gda
ENSMZEG00005013042,slc25a19
ENSMZEG00005013063,NA
ENSMZEG00005013074,NA
ENSMZEG00005013077,cacng1b
ENSMZEG00005013081,cacng4b
ENSMZEG00005013087,aimp2
ENSMZEG00005013094,pvalb8
ENSMZEG00005013109,pvalb1
ENSMZEG00005013122,pvalb1
ENSMZEG00005013129,pvalb5
ENSMZEG00005013144,lmtk2
ENSMZEG00005013176,tecpr1b
ENSMZEG00005013254,bri3
ENSMZEG00005013260,baiap2l1b
ENSMZEG00005013289,nptx2a
ENSMZEG00005000106,fam20ca
ENSMZEG00005000187,rai1
ENSMZEG00005000234,srebf1
ENSMZEG00005000352,TOM1L2
ENSMZEG00005000439,drc3
ENSMZEG00005000539,gid4
ENSMZEG00005000545,noxo1a
ENSMZEG00005000630,tbl3
ENSMZEG00005000735,rnf151
ENSMZEG00005000776,rps2
ENSMZEG00005000803,NA
ENSMZEG00005000924,ndufb10
ENSMZEG00005002569,RPL3L
ENSMZEG00005002585,NA
ENSMZEG00005002611,NA
ENSMZEG00005002636,NA
ENSMZEG00005002645,NA
ENSMZEG00005002665,msrb1a
ENSMZEG00005002678,MSRB1
ENSMZEG00005002684,NA
ENSMZEG00005002692,fahd1
ENSMZEG00005002703,hagh
ENSMZEG00005002726,HAGHL
ENSMZEG00005002736,narfl
ENSMZEG00005002812,e4f1
ENSMZEG00005002820,NA
ENSMZEG00005002833,NA
ENSMZEG00005002859,grid2ipa
ENSMZEG00005002925,slc5a11
ENSMZEG00005002980,arhgap17b
ENSMZEG00005003064,NA
ENSMZEG00005003067,cbx8a
ENSMZEG00005003073,cbx4
ENSMZEG00005003089,tbc1d16
ENSMZEG00005003163,GAA
ENSMZEG00005003178,samd9l
ENSMZEG00005003194,samd9l
ENSMZEG00005003221,NA
ENSMZEG00005003323,tex2
ENSMZEG00005003401,axin2
ENSMZEG00005003456,cep112
ENSMZEG00005003476,PRKCA
ENSMZEG00005003522,cacng5b
ENSMZEG00005003544,NA
ENSMZEG00005003593,NA
ENSMZEG00005003621,SMIM10L2A
ENSMZEG00005003636,NA
ENSMZEG00005003659,NA
ENSMZEG00005003686,NA
ENSMZEG00005003699,stk19
ENSMZEG00005003714,DXO
ENSMZEG00005003737,slc25a17l
ENSMZEG00005003779,anks4b
ENSMZEG00005003785,si:ch211-256e16.3
ENSMZEG00005003799,uqcrc2a
ENSMZEG00005003812,mosmoa
ENSMZEG00005003838,sdr42e2
ENSMZEG00005003913,cdr2a
ENSMZEG00005003924,mfsd13al
ENSMZEG00005003960,kdelr2a
ENSMZEG00005003974,NA
ENSMZEG00005004002,GPR139
ENSMZEG00005004019,proza
ENSMZEG00005004049,gprc5ba
ENSMZEG00005004086,sun1b
ENSMZEG00005004187,NA
ENSMZEG00005004202,NA
ENSMZEG00005004230,NA
ENSMZEG00005004261,pdgfab
ENSMZEG00005004293,prkar1b
ENSMZEG00005004317,DNAAF5
ENSMZEG00005004336,GDE1
ENSMZEG00005004372,NA
ENSMZEG00005004353,trap1
ENSMZEG00005004405,crebbpb
ENSMZEG00005004507,ADCY9
ENSMZEG00005004548,srl
ENSMZEG00005004597,TFAP4
ENSMZEG00005004626,glis2b
ENSMZEG00005004640,pam16
ENSMZEG00005004668,coro7
ENSMZEG00005004711,vasnb
ENSMZEG00005004734,dnaja3a
ENSMZEG00005004799,hmox2b
ENSMZEG00005004818,NA
ENSMZEG00005004831,NA
ENSMZEG00005004840,ccnf
ENSMZEG00005004861,abca3b
ENSMZEG00005005025,NA
ENSMZEG00005008439,NA
ENSMZEG00005008994,NA
ENSMZEG00005012731,NA
ENSMZEG00005012742,rnps1
ENSMZEG00005012755,ADAP1
ENSMZEG00005012776,RAB26
ENSMZEG00005012790,SOX8
ENSMZEG00005012803,NA
ENSMZEG00005012813,med9
ENSMZEG00005012826,usp22
ENSMZEG00005012851,sstr2b
ENSMZEG00005012866,sox9b
ENSMZEG00005012889,NA
ENSMZEG00005012902,NA
ENSMZEG00005012914,NA
ENSMZEG00005012924,NA
ENSMZEG00005012940,NA
ENSMZEG00005012952,NA
ENSMZEG00005012965,PCYT2
ENSMZEG00005012986,NA
ENSMZEG00005012999,mafga
ENSMZEG00005013009,pycr1a
ENSMZEG00005013018,myadml2
ENSMZEG00005013031,notum1a
ENSMZEG00005013056,cenpx
ENSMZEG00005013064,NA
ENSMZEG00005013073,NA
ENSMZEG00005013088,NA
ENSMZEG00005013107,NA
ENSMZEG00005013117,cant1a
ENSMZEG00005013135,lgals3bp.3
ENSMZEG00005013156,timp2b
ENSMZEG00005013166,usp36
ENSMZEG00005013194,cyth1a
ENSMZEG00005013222,socs3a
ENSMZEG00005013241,TMEM235
ENSMZEG00005013268,fscn2a
ENSMZEG00005013294,bahcc1a
ENSMZEG00005013316,NA
ENSMZEG00005013328,HID1
ENSMZEG00005013351,OTOP2
ENSMZEG00005013362,NA
ENSMZEG00005013367,USH1G
ENSMZEG00005013377,OTOP2
ENSMZEG00005013399,zgc:112148
ENSMZEG00005013409,KCNJ16
ENSMZEG00005013411,kcnj2b
ENSMZEG00005013421,MAP2K6
ENSMZEG00005013440,btbd17b
ENSMZEG00005013444,GPRC5C
ENSMZEG00005013455,ccdc137
ENSMZEG00005013464,pde6ga
ENSMZEG00005013468,tspan10
ENSMZEG00005013477,si:dkey-282h22.5
ENSMZEG00005013482,NA
ENSMZEG00005013488,NA
ENSMZEG00005013496,NA
ENSMZEG00005013517,NA
ENSMZEG00005013523,NA
ENSMZEG00005013527,NA
ENSMZEG00005013531,NA
ENSMZEG00005013537,NA
ENSMZEG00005013552,NA
ENSMZEG00005013583,AATK
ENSMZEG00005013603,baiap2a
ENSMZEG00005013621,chmp6a
ENSMZEG00005013642,ttyh2l
ENSMZEG00005013683,qtrt1
ENSMZEG00005013718,dnm2a
ENSMZEG00005013760,tmed1a
ENSMZEG00005013766,tnfsf14
ENSMZEG00005013791,ppap2d
ENSMZEG00005013809,adgrl1a
ENSMZEG00005013827,NA
ENSMZEG00005013845,NA
ENSMZEG00005013852,ptger1c
ENSMZEG00005013878,slc27a1a
ENSMZEG00005013894,NA
ENSMZEG00005013905,NA
ENSMZEG00005013911,NA
ENSMZEG00005013916,NA
ENSMZEG00005013918,si:dkey-210j14.3
ENSMZEG00005013928,pgls
ENSMZEG00005013935,colgalt1a
ENSMZEG00005013948,gmip
ENSMZEG00005013964,lmx1al
ENSMZEG00005013980,NA
ENSMZEG00005013990,atp13a1
ENSMZEG00005014034,dsn1
ENSMZEG00005014043,pbx4
ENSMZEG00005014059,lpar2a
ENSMZEG00005014078,brd4
ENSMZEG00005014105,pet100
ENSMZEG00005014113,stxbp2
ENSMZEG00005014131,NA
ENSMZEG00005014139,NA
ENSMZEG00005014159,NA
ENSMZEG00005014197,NA
ENSMZEG00005014244,NA
ENSMZEG00005014630,NA
ENSMZEG00005018599,NA
ENSMZEG00005018608,NA
ENSMZEG00005018623,NA
ENSMZEG00005018631,xab2
ENSMZEG00005018643,camsap3
ENSMZEG00005018652,nr5a5
ENSMZEG00005018659,soul5
ENSMZEG00005018666,zmp:0000001048
ENSMZEG00005018681,notch3
ENSMZEG00005018700,rdh8a
ENSMZEG00005018705,NA
ENSMZEG00005018712,NA
ENSMZEG00005018720,NA
ENSMZEG00005018729,olfm2a
ENSMZEG00005018747,trip10a
ENSMZEG00005018772,NA
ENSMZEG00005018786,NA
ENSMZEG00005018831,NA
ENSMZEG00005018858,NA
ENSMZEG00005018872,ppan
ENSMZEG00005018887,p2ry11
ENSMZEG00005018891,eif3g
ENSMZEG00005018897,NA
ENSMZEG00005018903,NA
ENSMZEG00005018912,dnmt1
ENSMZEG00005018920,s1pr2
ENSMZEG00005018932,NA
ENSMZEG00005018951,NA
ENSMZEG00005018958,NA
ENSMZEG00005018964,si:ch211-66e2.5
ENSMZEG00005018967,cmc4
ENSMZEG00005018972,CDC37
ENSMZEG00005018982,tyk2
ENSMZEG00005019002,raver1
ENSMZEG00005019021,NA
ENSMZEG00005019025,pde4a
ENSMZEG00005019038,prkcsh
ENSMZEG00005019053,elavl3
ENSMZEG00005019081,DOCK6
ENSMZEG00005019112,kank2
ENSMZEG00005019128,NA
ENSMZEG00005019164,NA
ENSMZEG00005022001,NA
ENSMZEG00005022005,NA
ENSMZEG00005022008,NA
ENSMZEG00005022011,hbba2
ENSMZEG00005022018,NA
ENSMZEG00005022017,HBE1
ENSMZEG00005022023,NA
ENSMZEG00005022050,NA
ENSMZEG00005022052,NA
ENSMZEG00005022056,NA
ENSMZEG00005022057,NA
ENSMZEG00005022059,NA
ENSMZEG00005022061,NA
ENSMZEG00005022063,NA
ENSMZEG00005022065,NA
ENSMZEG00005022068,NA
ENSMZEG00005022071,NA
ENSMZEG00005022075,NA
ENSMZEG00005022079,NA
ENSMZEG00005022083,NA
ENSMZEG00005022086,NA
ENSMZEG00005022092,NA
ENSMZEG00005022097,HBE1
ENSMZEG00005022102,NA
ENSMZEG00005022105,NA
ENSMZEG00005022106,NA
ENSMZEG00005022112,nprl3
ENSMZEG00005022122,mpg
ENSMZEG00005022126,rhbdf1a
ENSMZEG00005022150,aanat2
ENSMZEG00005022446,mgrn1b
ENSMZEG00005022449,cdip1
ENSMZEG00005022452,polr3k
ENSMZEG00005022456,snrnp25
ENSMZEG00005022459,NA
ENSMZEG00005022460,NA
ENSMZEG00005022462,NA
ENSMZEG00005022464,shisa9b
ENSMZEG00005022465,igfals
ENSMZEG00005022469,unkl
ENSMZEG00005022474,gper1
ENSMZEG00005022477,NA
ENSMZEG00005022479,baiap3
ENSMZEG00005022483,usp31
ENSMZEG00005022486,hs3st2
ENSMZEG00005022492,hs3st4
ENSMZEG00005022493,kdm8
ENSMZEG00005022496,NA
ENSMZEG00005022498,ubfd1
ENSMZEG00005022502,rmi2
ENSMZEG00005022503,zc3h7a
ENSMZEG00005022505,pla2g10
ENSMZEG00005022507,axin1
ENSMZEG00005022509,GALR2
ENSMZEG00005022510,zfand2a
ENSMZEG00005022512,uncx
ENSMZEG00005022513,micall2a
ENSMZEG00005022517,NA
ENSMZEG00005022523,ints1
ENSMZEG00005022535,mafk
ENSMZEG00005022540,tmem184a
ENSMZEG00005022545,psmg3
ENSMZEG00005022546,ELFN1
ENSMZEG00005022549,mrm2
ENSMZEG00005022553,nudt1
ENSMZEG00005022554,snx8a
ENSMZEG00005022561,TTYH3
ENSMZEG00005022569,lfng
ENSMZEG00005022572,rps11
ENSMZEG00005022578,baxa
ENSMZEG00005022581,map3k14a
ENSMZEG00005022584,gpatch8
ENSMZEG00005022588,NA
ENSMZEG00005022590,gosr2
ENSMZEG00005022593,wnt9b
ENSMZEG00005022594,NA
ENSMZEG00005022601,NA
ENSMZEG00005022605,SRCIN1
ENSMZEG00005022615,fmnl1a
ENSMZEG00005022622,mlx
ENSMZEG00005022623,psmc3ip
ENSMZEG00005022625,retreg3
ENSMZEG00005022631,tubg1
ENSMZEG00005022636,si:ch211-18i17.2
ENSMZEG00005022639,cntnap1
ENSMZEG00005022641,EZH1
ENSMZEG00005022646,ramp2
ENSMZEG00005022648,NA
ENSMZEG00005022650,NA
ENSMZEG00005022651,NA
ENSMZEG00005022652,NA
ENSMZEG00005022656,ccdc43
ENSMZEG00005022659,fzd2
ENSMZEG00005022663,mylk5
ENSMZEG00005022666,si:ch73-141c7.1
ENSMZEG00005022668,hsd17b1
ENSMZEG00005022670,stk17al
ENSMZEG00005022676,atp6v0a1a
ENSMZEG00005022690,cavin1a
ENSMZEG00005022700,stat3
ENSMZEG00005022715,stat5a
ENSMZEG00005022726,NA
ENSMZEG00005022730,hcrt
ENSMZEG00005022732,kcnh4a
ENSMZEG00005022735,rab5c
ENSMZEG00005022736,kat2a
ENSMZEG00005022739,dhx58
ENSMZEG00005022742,dhx58
ENSMZEG00005022745,znf385c
ENSMZEG00005022747,nkiras2
ENSMZEG00005022750,dnajc7
ENSMZEG00005022753,odad4
ENSMZEG00005022756,cnp
ENSMZEG00005022758,aclya
ENSMZEG00005022765,KLHL11
ENSMZEG00005022767,NT5C3B
ENSMZEG00005022771,fkbp10a
ENSMZEG00005022778,p3h4
ENSMZEG00005022788,ADAM11
ENSMZEG00005022795,NA
ENSMZEG00005022796,42sp43
ENSMZEG00005022801,STAC2
ENSMZEG00005022806,fbxl20
ENSMZEG00005022810,cdk12
ENSMZEG00005022815,NEUROD2
ENSMZEG00005022816,ppp1r1b
ENSMZEG00005022818,stard3
ENSMZEG00005022821,zgc:91968
ENSMZEG00005022825,tcap
ENSMZEG00005022827,rprml
ENSMZEG00005022832,itgb3a
ENSMZEG00005022838,mettl2a
ENSMZEG00005022842,tlk2
ENSMZEG00005022857,mrc2
ENSMZEG00005022862,rnd2
ENSMZEG00005022864,vat1
ENSMZEG00005022869,NA
ENSMZEG00005022871,phb
ENSMZEG00005022876,znf652
ENSMZEG00005022879,phospho1
ENSMZEG00005022885,eftud2
ENSMZEG00005022907,GJC1
ENSMZEG00005022914,st8sia6
ENSMZEG00005022918,rpl19
ENSMZEG00005022920,cacnb1
ENSMZEG00005022925,arl5c
ENSMZEG00005022938,PLXDC1
ENSMZEG00005022945,lasp1
ENSMZEG00005022948,NA
ENSMZEG00005022953,ARHGAP23
ENSMZEG00005022967,hexim1
ENSMZEG00005022969,plcd3a
ENSMZEG00005022972,nmt1a
ENSMZEG00005022976,retsat.1
ENSMZEG00005022980,cdk21
ENSMZEG00005022983,svilc
ENSMZEG00005022995,tmem98
ENSMZEG00005022996,kcnj19a
ENSMZEG00005022997,znf281a
ENSMZEG00005022999,si:ch211-198m17.1
ENSMZEG00005023002,mpp3a
ENSMZEG00005023005,asic2
ENSMZEG00005023010,NA
ENSMZEG00005023014,NA
ENSMZEG00005023016,hrob
ENSMZEG00005023018,asb16
ENSMZEG00005023020,tmub2
ENSMZEG00005023025,NA
ENSMZEG00005023031,ubtf
ENSMZEG00005023040,slc4a1a
ENSMZEG00005023047,selenow2b
ENSMZEG00005023049,NA
ENSMZEG00005023052,ngfra
ENSMZEG00005023056,NXPH3
ENSMZEG00005023062,spop
ENSMZEG00005023067,ndufa4a
ENSMZEG00005023070,slc35b1
ENSMZEG00005023074,fam117aa
ENSMZEG00005023078,rundc3aa
ENSMZEG00005023079,NA
